series,horizon,error
United States,30,-0.37360175362431036
United States,30,-0.2405374405602334
United States,30,-0.14055882288004096
United States,30,-3.7355048228882026e-05
United States,30,0.06471949066234473
United States,30,-0.3889901664793607
United States,30,-1.2150715827323655
United States,30,-0.7507387666147842
United States,30,-0.6836432286634793
United States,30,-0.5977678350895017
United States,30,-0.4882003874789387
United States,30,-0.3989099509488536
United States,30,-0.9747168994597653
United States,30,-1.5544369639349371
United States,30,-1.1442005501226449
United States,30,-0.9509831340209187
United States,30,-0.9085422021260312
United States,30,-0.7422142826969136
United States,30,-0.5766936573491375
United States,30,-1.1479832089332396
United States,30,-1.6764981327913944
United States,30,-1.330325166391618
United States,30,-1.0486754301304018
United States,30,-0.9777294393422995
United States,30,-0.7653316079936596
United States,30,-0.5286601327772953
United States,30,-0.9360673558514909
United States,30,-1.4800761206301924
United States,30,-1.0005395006487872
United States,30,-0.7180064509975583
United States,30,-0.5394959339471139
United States,30,-0.423140187071505
United States,30,-0.2158255741534436
United States,30,-0.7850277528843517
United States,30,-1.0307561968983983
United States,30,-0.7949896291119369
United States,30,-0.5606458442716757
United States,30,-0.5006789131303311
United States,30,-0.3518375803355678
United States,30,-0.2974059683664869
United States,30,-0.8300543808272671
United States,30,-1.2842844450560325
United States,30,-0.689804912854834
United States,30,-0.46237820109841543
United States,30,-0.3932043804792684
United States,30,-0.15779113628586572
United States,30,-0.298753781835833
United States,30,-0.8687032154883347
United States,30,-0.9827042379761046
United States,30,-0.21163971724248398
United States,30,-0.053020887642128756
United States,30,-0.000311734039811995
United States,30,0.13828177939261543
United States,30,-0.1528895877970129
United States,30,-0.7696935321574507
United States,30,-1.1405522298587663
United States,30,0.3891341890887432
United States,30,0.20223423219638548
United States,30,0.24881953428882042
United States,30,0.1293465141395682
United States,30,-0.13388160482966072
